AMidsummerNightsDream_22_009|i'm not teasing you he insisted|i'm not teasing you he insisted
AMidsummerNightsDream_22_010|i love you|i love you
AMidsummerNightsDream_22_011|ha|ha
AMidsummerNightsDream_22_012|snorted helena|snorted helena
AMidsummerNightsDream_22_013|you should be saying that to hermia|you should be saying that to hermia
AMidsummerNightsDream_23_001|lysander shook his head|lysander shook his head
AMidsummerNightsDream_23_002|i made a mistake|i made a mistake
AMidsummerNightsDream_23_003|besides demetrius loves hermia now|besides demetrius loves hermia now
AMidsummerNightsDream_23_004|he'll never love you|he'll never love you
AMidsummerNightsDream_23_005|helena i love you|helena i love you
AMidsummerNightsDream_23_006|demetrius cried waking up and seeing her|demetrius cried waking up and seeing her
AMidsummerNightsDream_23_007|don't be unkind demetrius|don't be unkind demetrius
AMidsummerNightsDream_23_008|you love hermia|you love hermia
AMidsummerNightsDream_23_009|you can keep hermia|you can keep hermia
AMidsummerNightsDream_23_010|i love helena|i love helena
AMidsummerNightsDream_23_011|helena groaned|helena groaned
AMidsummerNightsDream_23_012|stop it|stop it
AMidsummerNightsDream_23_013|stop it|stop it
AMidsummerNightsDream_23_014|now you're both teasing me|now you're both teasing me
AMidsummerNightsDream_23_015|look lysander demetrius added as he spotted hermia|look lysander demetrius added as he spotted hermia
AMidsummerNightsDream_23_016|here comes your love now|here comes your love now
AMidsummerNightsDream_23_017|hermia made straight for lysander|hermia made straight for lysander
AMidsummerNightsDream_23_018|why did you leave me|why did you leave me
AMidsummerNightsDream_23_019|she begged|she begged
AMidsummerNightsDream_23_020|i love helena now|i love helena now
AMidsummerNightsDream_23_021|you can't|you can't
AMidsummerNightsDream_23_022|she must be in on the joke too|she must be in on the joke too
AMidsummerNightsDream_24_001|helena was furious|helena was furious
AMidsummerNightsDream_24_002|how could her best friend be so mean|how could her best friend be so mean
AMidsummerNightsDream_24_003|you you puppet|you you puppet
AMidsummerNightsDream_24_004|she yelled at hermia|she yelled at hermia
AMidsummerNightsDream_24_005|puppet|puppet
AMidsummerNightsDream_24_006|thought hermia|thought hermia
AMidsummerNightsDream_24_007|she's making fun of my height|she's making fun of my height
AMidsummerNightsDream_24_008|hermia glared at lysander|hermia glared at lysander
AMidsummerNightsDream_24_009|do you love helena because she's taller than me|do you love helena because she's taller than me
AMidsummerNightsDream_24_010|i'm tall enough to scratch your eyes out|i'm tall enough to scratch your eyes out
AMidsummerNightsDream_24_011|oberon sighed|oberon sighed
AMidsummerNightsDream_24_012|things were getting worse|things were getting worse
AMidsummerNightsDream_24_013|demetrius and lysander decided to fight each other for helena|demetrius and lysander decided to fight each other for helena
AMidsummerNightsDream_24_014|both swore they loved her most|both swore they loved her most
AMidsummerNightsDream_25_001|you'd better follow them oberon told puck|you'd better follow them oberon told puck
AMidsummerNightsDream_25_002|keep them apart until you've cured lysander|keep them apart until you've cured lysander
AMidsummerNightsDream_25_003|meanwhile i'll find titania|meanwhile i'll find titania
AMidsummerNightsDream_25_004|be quick said puck as he flew away|be quick said puck as he flew away
AMidsummerNightsDream_25_005|it's almost dawn|it's almost dawn
AMidsummerNightsDream_25_006|chapter six|chapter six
AMidsummerNightsDream_25_007|breaking the spells|breaking the spells
AMidsummerNightsDream_25_008|up and down up and down i will lead them up and down|up and down up and down i will lead them up and down
AMidsummerNightsDream_25_009|puck sang as he darted through the woods until lysander's angry voice interrupted him|puck sang as he darted through the woods until lysander's angry voice interrupted him
AMidsummerNightsDream_25_010|where are you demetrius|where are you demetrius
AMidsummerNightsDream_26_001|here i am|here i am
AMidsummerNightsDream_26_002|called puck copying demetrius's voice|called puck copying demetrius's voice
AMidsummerNightsDream_26_003|lysander ran off in the direction of the voice as demetrius came by|lysander ran off in the direction of the voice as demetrius came by
AMidsummerNightsDream_26_004|where are you lysander you coward|where are you lysander you coward
AMidsummerNightsDream_26_005|bellowed demetrius|bellowed demetrius
AMidsummerNightsDream_26_006|over here|over here
AMidsummerNightsDream_26_007|cried puck wheeling around and sending demetrius the opposite way|cried puck wheeling around and sending demetrius the opposite way
AMidsummerNightsDream_26_008|soon the pair were chasing all over the forest trying to find each other|soon the pair were chasing all over the forest trying to find each other
AMidsummerNightsDream_26_009|finally exhausted they lay down either side of a bush and slept|finally exhausted they lay down either side of a bush and slept
AMidsummerNightsDream_26_010|no sooner had they fallen asleep than helena came along|no sooner had they fallen asleep than helena came along
AMidsummerNightsDream_26_011|feeling miserable and tired she sat down without even noticing them|feeling miserable and tired she sat down without even noticing them
AMidsummerNightsDream_26_012|only three|only three
AMidsummerNightsDream_26_013|come one more two of each kind makes up four|come one more two of each kind makes up four
AMidsummerNightsDream_27_001|a moment later hermia lay down as well|a moment later hermia lay down as well
AMidsummerNightsDream_27_002|while the four of them slept puck squeezed flower juice into lysander's eyes|while the four of them slept puck squeezed flower juice into lysander's eyes
AMidsummerNightsDream_27_003|no more go ill jack shall have jill|no more go ill jack shall have jill
AMidsummerNightsDream_27_004|now it is shown each takes his own|now it is shown each takes his own
AMidsummerNightsDream_27_005|quietly barely ruffling the flowers titania passed by|quietly barely ruffling the flowers titania passed by
AMidsummerNightsDream_27_006|her fairies flew after her making a fuss of bottom|her fairies flew after her making a fuss of bottom
AMidsummerNightsDream_27_007|be gone|be gone
AMidsummerNightsDream_27_008|titania told the fairies suddenly|titania told the fairies suddenly
